Video_Title,Comment_Text,Comment_Date,Like_Count,Language_Label,Username_Anon,Nature_Aligned_Manual,Nature_Aligned_Auto
5 Ways to Protect Yourself From the Harmful Radiation of Your Devices #shorts,never turn off gadgets at ever you never know when an emergency might happen,2022-03-10 15:59:33+00:00,7880,English,,-1,-1
Sustainable Home Decor For Diwali,if you re rich everything is nice and glamorous,2024-11-02 11:43:21+00:00,7875,English,,-1,-1
"3 Mistakes You Make When You Catch A Cold, Cough Or Fever",once a doctor told me not to fast during fever body needs energy,2023-03-28 09:14:22+00:00,7611,English,,-1,-1
Ladies! Save Yourself From These 4 Toxic Products,i use none of these products except pads,2024-01-02 14:51:13+00:00,7572,English,,-1,-1
5-Minute Homemade Cheese | Dairy Free,bad idea dont say it cheese it is just a dip and its heavier for digestion eat cheese in limit and it s actually beter,2023-12-05 14:50:27+00:00,7560,English,,-1,-1
Fresh Aloe Vera for Smooth & Clear Skin #shorts,before using it directly put it in water as some will have irritation while using it directly from own experience,2022-03-21 11:15:38+00:00,7551,English,,-1,-1
Satvic Coffee Made without Coffee Powder,finnally a recipe without soaked cashew,2023-12-23 13:38:42+00:00,7549,English,,-1,-1
3 Secrets Chip Companies NEVER Want You to Know,i got a watery mouth just by hearing those crispy sounds they re damn addictive,2023-11-01 10:19:47+00:00,7015,English,,-1,-1
Healthiest Ice cream in the World | Here's How We Made It,when we bharatiya made everything organically stayed close to nature these britishers destroyed us we were called backward forcefully the industrial revolution was brought imagine how peaceful our ancestors were edit public yeda ho gaya full bas ek comment se where i supported the vedic way of living had i glorified the western way of living people wouldn t have backlashed,2023-04-10 16:50:33+00:00,6935,English,,-1,-1
आँखों का नंबर घटाने के लिए 5 तरीके | How to Get Rid of Spectacles Naturally,जो प्यारी आंखे ये कमेंट पढ़ रही है उनके माता पिता की सारी इच्छा पूर्ण हो,2021-08-21 07:24:38+00:00,6899,Hindi,,-1,-1
Never Do THIS While Eating Your Food,me who almost never burps,2023-11-20 20:51:37+00:00,6815,English,,-1,-1
Is Sabudana Healthy for Your Body?,you got it wrong this time cassava plants roots are not at all edible eaten raw it has to be properly boiled drained in fact it is twice cooked to remove toxins in it cassava root has a type of cyanide in it double boiling and cooking removes it to the safest level now coming to sabudana tapioca pearls from cassava which you are calling as refined processed food is actually good during fasting because it is edible latex food and latex is easy to digest good energy source and being edible latex it passes through intestines easily which do not causes constipation some people end up having constipation even after fasting and on liquids also latex food is not only good during the days of fasting but also good to open the fast for the same reason that it is latex and milder on digestion if fried potatoes are not added to it sabudana is good normally peanuts are added to it which is a combo of carbohydrate and protein cilantro leaves and lemon juice makes it a fantastic food,2024-04-18 03:44:37+00:00,6810,English,,-1,-1
Healthiest Ice cream in the World | Here's How We Made It,if that s ice cream then i am suncream,2023-04-21 12:17:54+00:00,6623,English,,-1,-1
4 Toxic Fragrances That Destroy Your Health,who told agarbatti is not harmful you gotta research lol,2022-11-03 10:12:33+00:00,6567,English,,-1,-1
4 Clothing Mistakes That Negatively Affect Your Health,meanwhile kim kardashian on marilyn costume laughing at corner,2022-10-31 14:31:59+00:00,6559,English,,-1,-1
4 Mistakes You Make While Drinking Water,eat your water,2022-09-13 11:55:46+00:00,6540,English,,-1,-1
This Is What Chips Are Really Made Of,moral of the story dont eat anything,2024-12-22 12:17:51+00:00,6489,English,,-1,-1
This Is What Chips Are Really Made Of,what we think we breath oxygen what we actually breath pollution,2025-02-25 17:37:20+00:00,6420,English,,-1,-1
Would You Eat A Friend?  Some People Do it Everyday,proud to be vegetarian hare krishna,2024-09-14 02:30:22+00:00,6282,English,,-1,-1
The Most Detoxifying Juice | Drink This Everyday,i m loki king of ash gourd,2023-11-02 01:59:32+00:00,6129,English,,-1,-1
3 Fashion Mistakes That Ruin Your Health,whattttttt they are married i thought them as brother and sister,2023-06-03 14:28:28+00:00,6100,English,,-1,-1
The Secret Juice Every Woman Needs!,i tried drinking beetroot and carrot juice for 2 months and it gave ne a glowing skin and somehow increased my hemoglobin,2025-01-18 17:45:39+00:00,6004,English,,-1,-1
2-Minute Healthy Snack Recipe,junk snack rs 10 foxnuts rs 100,2023-05-09 19:20:13+00:00,5962,English,,-1,-1
Would You Eat A Friend?  Some People Do it Everyday,the way ballu sleeping in your arms is really touching all the pure souls are in one frame god bless all,2024-09-13 13:26:51+00:00,5868,English,,-1,-1
10 मिनट के अंदर-अंदर बन जाने वाली 6 सात्विक रेसिपी | 6 Fruity & Healthy Breakfast Recipes,ma am india mai har family itni rich nhi hoti or afford karna mushkil hai itne fruits please recommends some low prices recipes,2021-07-02 14:41:43+00:00,5767,English,,-1,-1
आँखों का नंबर घटाने के लिए 5 तरीके | How to Get Rid of Spectacles Naturally,1 eye exercises 10 times up down 10 times l r 10 times diagonal 10 times other diagonal 10 times clock wise 10 times anti clock wise eye push up palming at end do in morning after morning excercise 2 sun gazing early morning 5min palming at end 3 khira cucumber eyepack on eyes to improve blood circulation 4 no screen after 9 pm only revise after it 5 dhratak kriya i e focus on flame before sleeping end with palming 6 reduce use of specs 7 cleanse intestine improve diet problem is with your habits not with your eyes it will heal for sure,2022-05-20 20:12:22+00:00,5689,English,,-1,-1
4 Mistakes You Make While Drinking Water,the most important point she forgot never drink water while standing,2023-05-22 12:55:09+00:00,5681,English,,-1,-1
शरीर में जमी गन्दगी कैसे निकाले - Detox Your Body in 3 Steps | Subah Saraf,हमारा शरीर माँ प्रकृति का उपहार है और थोड़े समय बाद हम इसे माँ प्रकृति को वापस लौट देंगे पूरा दर्शन समा गया इस वाक्य में। हृदय को छू लेने वाला,2019-04-28 03:10:38+00:00,5617,Hindi,,-1,-1
The Most Honest Version Of Your Momos Order!,such a courage hats off satvic team,2025-12-30 13:25:29+00:00,5612,English,,1,1
100% Pure Skincare Products - Make at Home | साफ़ त्वचा पाने के लिए उपाय,jo kha nahi sakte vo laga nahi sakte young generation should aware about all this best job,2021-12-11 05:07:25+00:00,5554,English,,-1,-1
The Most Detoxifying Juice | Drink This Everyday,people will drink beer and soft drinks without questioning ask them to drink simple vegetable juice all hell breaks loose,2023-07-22 01:45:37+00:00,5392,English,,-1,-1
Ladies! Save Yourself From These 4 Toxic Products,few decades back women were told don t use cloth because germs would stay even after multiple washes so it can cause various health problems to prevent it sanitary pads were introduced now you are telling to switch back from pads to clothes giving cloth a shape of pad doesn t make it a pad,2024-01-03 12:59:56+00:00,5302,English,,-1,-1
Improve Your Eyesight with these Eye Exercises,now i get it why my neighbours don t have glasses,2022-11-08 21:45:39+00:00,5262,English,,-1,-1
Caution: You Won't Touch Mayonnaise After Watching This,dark reality of mayonnaise,2026-01-29 14:27:55+00:00,5215,English,,-1,-1
Hairfall को सिर्फ 1 महीने में जड़ से ठीक करें | Hairfall Treatment,i was suffering from major hair fall since i was a thyroid patient but since i walked on the path of satvic lifestyle it cured my thyroid as well as solved my hair fall issue too coconut gave a major boost to my hair growth also detoxing the body through fasting enema and wet pack helped me a lot since then i dropped all my chemical shampoos and conditioners and cured my hair naturally thankyou subah mam for making this happen,2021-03-07 07:41:36+00:00,5157,English,,1,1
Caution: You Won't Touch Mayonnaise After Watching This,no 1 health channel on youtube fit tuber 2 second satvic moment,2026-01-29 13:13:59+00:00,5022,English,,1,1
The Real Calcium Source Doctors Don’t Tell You!,it s like don t buy gold from jewelry shop go directly dig from kgf,2025-01-12 08:52:05+00:00,4946,English,,-1,-1
10 Minute Eye Exercises to Improve Eyesight | आँखों का नंबर कम करने के लिए व्यायाम,i was having 6 25 in my left eye before i started similar exercises after 7 days my left eye sight improved by 0 5d now it is 5 75 give it a shot guys it works,2021-11-28 11:54:58+00:00,4923,English,,-1,-1
Never Do THIS While Eating Your Food,when she said thodhi jagah khaali rakhni padti h i instantly said dessert k liye,2023-10-20 19:54:39+00:00,4855,English,,-1,-1
Hairfall को सिर्फ 1 महीने में जड़ से ठीक करें | Hairfall Treatment,yeh h hindustan ki real beti jo logo ko naya jivan dene ke mission per h thanku di,2021-03-17 15:47:22+00:00,4736,English,,-1,-1
3 Utensils to Beware Of That May Be Lying in Your Kitchen Right Now,the fact that she has all these items in her house,2022-11-13 11:46:46+00:00,4653,English,,-1,-1
The 8 Secret Foods Every Woman Needs!,papaya good bowel movements drumstick leaves reduce hairfall dates less pain on cycle amla increase immunity pomegranate skin look brighter sprouts more energetic ash gaurd remove toxins millets lighter after having meals,2025-11-27 03:33:23+00:00,4650,English,,-1,-1
Truths That Food Companies Wish You NEVER Find Out,salute for making india literate we dont have this sort of knowledge on book neither anybody makes are aware,2024-08-15 13:39:12+00:00,4640,English,,-1,-1
Ash Gourd Juice - The Most Powerful Detox Juice #shorts,juicer hai mixer hai kaddukas bhi hai jo nhi hai vo hai ash gourd,2022-04-02 08:28:06+00:00,4511,English,,-1,-1
How to Wake Up at 5AM Everyday? Try This One Habit,some legends wakes at 5am and some legends sleeps at 5am,2023-03-17 21:22:41+00:00,4478,English,,-1,-1
"3 Mistakes You Make When You Catch A Cold, Cough Or Fever",please don t fast when sick body needs food for energy but eat something easier to digest like soups and include fruits juice and plenty of water i eat spicy food with lots of ginger and take lemon water water steeped with cloves peppercorn cinnamon throughout and i find it helps me personally to recover fast as i don t have the luxury to rest at home for a simple cold or fever i make my own immunity shots with ginger turmeric and honey and it works like magic for throat pain,2023-01-10 06:34:10+00:00,4433,English,,-1,-1
आँखों का नंबर घटाने के लिए 5 तरीके | How to Get Rid of Spectacles Naturally,kis kis ki lockdown mein eyesight weak huyi,2023-02-10 11:32:58+00:00,4422,English,,-1,-1
"We Went Inside the Milk Industry of India, With Hidden Cameras 😳",if cows are being exploited and forced to eat plastic on the streets even in the sacred land of vrindavan what can we expect in other cities,2025-10-04 03:26:12+00:00,4400,English,,-1,-1
Detox Your Body in 3 Steps | Subah Saraf,can we please declare this video as youtube best knowledgable video of 2018,2018-12-17 06:10:34+00:00,4397,English,,-1,-1
Best Utensil to Cook Food,are bhai wo dhone m ghis ghis k patli ho jati h bacche,2024-06-21 16:30:28+00:00,4390,English,,-1,-1
Is Sabudana Healthy for Your Body?,many doctors say that juice of fruits contain a large quantity of sugar discarding the fibres necessary for the body,2024-04-19 00:36:03+00:00,4386,English,,-1,0
This Habit is the 'New Smoking',walking while talking on phone call is my habit edit wow itne sare like s kabhi zindagi mein nhi socha tha thank you so much guy s,2023-12-26 15:42:03+00:00,4382,English,,-1,-1
"Vata: The Real Reason You’re Underweight, Bloated & Always Cold",finally someone noticed pain of being underweight,2025-08-01 12:37:35+00:00,4323,English,,-1,-1
एनिमा ले और शरीर अंदर से साफ़ करे | Enema for Instant Detox of Full Body,मैने घर वालों को बताया इसके बारे में तो मुझे पागल घोसित कर दिया गया,2022-02-04 07:28:49+00:00,4308,Hindi,,-1,-1
Satvic Coffee Made without Coffee Powder,i tried the preparation using date seeds and amazingly it turned out to be like coffee thanks for this recipe,2024-05-10 12:41:58+00:00,4279,English,,-1,-1
Shocking Truth About Tomato Ketchup! 😨,please conduct more of such awareness workshops team,2025-08-10 14:39:33+00:00,4256,English,,-1,-1
Shocking Truth About Tomato Ketchup! 😨,their faces the realization hit them hard,2025-08-11 13:42:27+00:00,4253,English,,-1,-1
You'll Never Guess What's in Your Ketchup!,your contributions towards public would remain remarkable,2024-08-18 17:19:34+00:00,4228,English,,-1,-1
The Most Detoxifying Juice | Drink This Everyday,please talk about toxicity of ashgourd when it turns bitter that part is also required,2023-07-04 14:31:04+00:00,4196,English,,-1,-1
Take A Magical Sneak Peek Into Satvic Food Book 2,i wish u have a restaurant so that i can eat healthy food healthy satvik resturant,2022-07-12 09:20:04+00:00,4124,English,,-1,-1
4 Toxic Fragrances That Destroy Your Health,so you want me to apply coconut oil and sit in meetings,2022-11-11 08:57:45+00:00,4121,English,,-1,-1
Never Do THIS While Eating Your Food,agar burp ni aya,2023-10-17 13:46:56+00:00,4011,English,,-1,-1
One Beautiful Practice We Follow Everyday at Satvic Headquarters,as a child i could never understand or relate to the practice of offering bhog it felt very woo woo too me one might think it s about being deeply grateful for the food on our plate but it s more than that when i enquired about it i learned that the offering of bhog is to be done with a prayer for forgiveness forgiveness for the harm that may have been caused to even a tiny worm or insect during harvest maybe the plant itself was plucked violently we offer the meal to the lord with a prayer to forgive the violence a prayer to transform the karma memory present in that food into pure spiritual energy ever since we ve inculcated a culture of serving all our meals to god first at our satvic headquarters,2023-04-01 15:07:01+00:00,3923,English,,1,1
3 Utensils to Beware Of That May Be Lying in Your Kitchen Right Now,please create a video on breathing i don t feel like i m breathing right,2022-09-14 05:08:10+00:00,3901,English,,-1,-1
This Habit is the 'New Smoking',when you were confused between a and b option but the answer was none of the above,2023-12-28 06:27:31+00:00,3886,English,,-1,-1
Healthiest Ice cream in the World | Here's How We Made It,that banana looks raw,2023-04-12 08:21:40+00:00,3869,English,,-1,-1
Do This 1-Minute Health Test - Check How Healthy You Are,pls also make solution video of these questions for people who are facing thse problems,2023-11-28 14:27:40+00:00,3858,English,,-1,-1
4 Natural Solutions to Heal Dandruff,she said dandruff is the dryness inside the body so increase intake of natural oils and fats mean while me with oily skin and hairs with dandruff,2023-01-23 03:01:26+00:00,3851,English,,-1,-1
4 Toxic Fragrances That Destroy Your Health,basically she is advising us to stop using anything in this modern life,2023-06-12 18:16:17+00:00,3850,English,,-1,-1
