token,count
muscle,3
hey,3
fruit,3
ghante,3
rise,3
sabji,3
tbhi,2
mila,2
chal,2
jahar,2
ghar,2
nasal,2
rahte,2
gaon,2
lal,2
sa,2
pata,2
dalkar,2
rakh,2
khata,2
rahta,2
dusre,2
dekhkar,2
bimar,2
jawab,2
milta,2
kyon,2
honge,2
sarkar,2
prakriti,2
naas,2
samasya,2
rakha,2
ban,2
bhar,2
varna,2
sanjivani,2
pagal,2
sardi,2
ha,2
kachhe,2
fhir,2
saf,2
urine,2
leak,2
sprouts,2
aate,2
months,2
dala,2
jee,2
banao,2
show,2
suggest,2
india,2
maa,2
stage,2
mouth,2
jayegi,2
tb,2
apnane,2
ruk,2
avastha,2
peshab,2
jana,2
bistar,2
fallow,2
sun,2
cravings,2
constipation,2
bolta,2
len,2
lunch,2
aapse,2
jivan,2
chahte,2
suji,2
badam,2
jitna,2
daale,2
bann,2
almond,2
tabb,2
til,2
jaruri,2
wala,2
paani,2
lgti,2
doodh,2
direct,2
health,2
radhe,2
upar,2
jaisa,2
aapane,2
pyas,2
lage,2
glass,2
piya,2
iske,2
igg,2
auto,2
immune,2
inki,2
solution,2
bv,2
hospital,2
band,2
reh,2
kyuki,2
kamjori,2
prostate,2
desh,2
jayenge,2
anaj,2
kese,2
genetic,2
saaf,2
height,2
khaa,2
sake,2
wah,2
tab,2
dekh,2
bo,2
valo,2
required,2
kachcha,2
varicose,2
veins,2
vegetables,2
everyone,2
energy,2
dada,2
kariye,2
stories,2
kaam,2
hmare,2
hn,2
kisi,2
millets,2
khaya,2
jaega,2
ja,2
bahar,2
dhyan,2
ayurveda,2
hindi,2
aaya,2
batayen,2
mahine,2
kilo,2
lakh,2
shukriya,2
gye,2
frk,2
aata,2
bachcha,2
baba,2
bata,2
jisko,2
rehne,2
centre,2
jankari,2
videos,2
dekhe,2
kijiye,2
rehti,2
wa,2
dono,2
karoo,2
sodium,2
saath,2
namak,2
leta,2
hemoglobin,2
bukhar,2
swas,2
sanjeevni,2
chahta,2
ager,2
growth,2
mrg,2
kriye,2
building,2
clean,2
seminar,2
pahele,2
pranams,2
knowledge,2
number,2
suffering,2
taking,2
since,2
target,2
books,2
healing,2
punjab,2
lakwa,2
uspe,2
jarur,2
pad,2
eska,2
style,2
achha,2
had,2
dena,2
compare,2
batana,2
sanstha,2
sabki,2
times,2
toilet,2
pta,2
chla,2
help,2
plan,2
loose,2
yani,2
apney,2
allopathy,2
acidity,2
matlab,2
peena,2
denge,2
high,2
subscriber,2
kidney,2
phool,2
jisse,2
kro,2
free,2
kote,2
koti,2
kay,2
permanent,2
does,2
pl,2
come,2
janne,2
hard,2
karon,2
hothi,2
fistula,2
morning,2
ml,2
love,2
ram,2
apki,2
shivir,2
kara,2
sabhi,2
apke,2
karya,2
shakti,2
gol,2
blood,2
full,2
ky,2
kin,2
surat,2
ise,2
weakness,2
hui,2
samaz,2
gai,2
thoda,2
dr,2
baki,2
gurujii,2
man,2
against,2
yr,2
isliye,2
name,2
interview,2
swelling,2
aant,2
mei,2
issues,2
feeling,2
channa,2
people,2
clear,2
dipawali,2
gurujee,2
kharap,2
dekhna,2
khae,2
kyunki,2
anaaj,2
chhod,2
thela,2
bachha,1
chanal,1
daliye,1
yers,1
esi,1
aarha,1
goli,1
aane,1
bnd,1
theen,1
marg,1
digiye,1
dip,1
tube,1
check,1
faltuke,1
bate,1
karogi,1
marjaoge,1
meneto,1
followed,1
bhayankar,1
banke,1
days,1
hospitalized,1
bona,1
pada,1
myhum,1
apanate,1
padarth,1
chize,1
dhimi,1
khusbu,1
nafrat,1
bachpan,1
humare,1
naukar,1
chakkar,1
khubsurat,1
ache,1
deshi,1
bail,1
bharmar,1
ush,1
samay,1
chai,1
adrak,1
kali,1
mirch,1
tejpata,1
ped,1
chhota,1
annapurna,1
basmati,1
rambha,1
pandav,1
pulaw,1
biriani,1
banakar,1
bhura,1
colour,1
pannir,1
makhan,1
nikalte,1
basi,1
matha,1
ghol,1
bolte,1
padhkar,1
paratha,1
koso,1
puaj,1
lahsun,1
rup,1
sunta,1
sabh,1
nakal,1
utarte,1
padne,1
siddha,1
bolne,1
hindusthan,1
kahani,1
janvar,1
gi,1
kat,1
karva,1
jalvayu,1
predushit,1
sudharna,1
sabse,1
hmne,1
ajanvar,1
claimedchange,1
jal,1
vayu,1
dushit,1
karan,1
bredhi,1
sajish,1
jaher,1
jagna,1
bodh,1
atmagyan,1
jago,1
during,1
winters,1
rasta,1
bhatk,1
eye,1
dryness,1
kaya,1
aisey,1
palti,1
lagne,1
bhagwan,1
ander,1
thodi,1
baithe,1
jukam,1
kand,1
mul,1
desi,1
ghee,1
kahajata,1
saag,1
sabjime,1
haani,1
karak,1
bacteria,1
virus,1
pesticides,1
inse,1
bachne,1
office,1
maintain,1
shuger,1
vale,1
nmstey,1
usse,1
btaaye,1
hd,1
math,1
moong,1
wnt,1
shift,1
esme,1
question,1
galti,1
nuksan,1
nagetive,1
vichar,1
kamse,1
kitnaa,1
try,1
krnaa,1
eyesight,1
kitney,1
hongaaa,1
fry,1
himachal,1
waalo,1
banayiye,1
woo,1
beech,1
vishwaas,1
ghat,1
dil,1
toda,1
very,1
chutney,1
cut,1
less,1
om,1
santi,1
sister,1
chat,1
masla,1
juicer,1
brand,1
model,1
roj,1
je,1
karvu,1
hoy,1
te,1
easy,1
hovu,1
joe,1
brest,1
tripal,1
negative,1
carsinoma,1
chemotherapy,1
huaa,1
vomiting,1
lungs,1
holes,1
typ,1
dibetes,1
skate,1
cp,1
child,1
soye,1
ratri,1
rachit,1
gila,1
lose,1
bemar,1
kehte,1
kliye,1
yeast,1
spirulina,1
powder,1
gazing,1
helps,1
control,1
caution,1
doing,1
kacchi,1
moongfali,1
hasan,1
iski,1
jaroor,1
sahab,1
dhanyvad,1
nashte,1
dinner,1
khayen,1
mujhko,1
sehat,1
achhi,1
kachi,1
bana,1
drink,1
bewakuf,1
simple,1
loggo,1
baadam,1
unse,1
saara,1
dikhana,1
banaa,1
chuki,1
itne,1
kum,1
creamy,1
hee,1
garib,1
aadmi,1
afford,1
karr,1
bhulna,1
winter,1
bahutt,1
thanda,1
lgne,1
haath,1
paav,1
thande,1
honjaate,1
mity,1
daly,1
nikalna,1
sawaal,1
apse,1
confused,1
gud,1
jagery,1
cooked,1
nuksaan,1
sweets,1
bnaye,1
pakaya,1
prashn,1
lo,1
piti,1
bolate,1
haddiyan,1
bekar,1
team,1
kye,1
kyo,1
rhi,1
sabkuch,1
chouhan,1
bach,1
jaana,1
poore,1
paati,1
lagti,1
beemari,1
purani,1
gehari,1
mughe,1
sinus,1
laungs,1
cencer,1
cyst,1
ana,1
aye,1
beat,1
root,1
coconut,1
naturopathy,1
duble,1
patle,1
pehlwan,1
international,1
level,1
issebody,1
jaati,1
atuemune,1
karega,1
address,1
unglia,1
sunn,1
elaj,1
plant,1
based,1
setreatment,1
mob,1
yeah,1
jaga,1
continues,1
bone,1
sit,1
disorder,1
sadta,1
pachta,1
kahi,1
mae,1
increase,1
ahar,1
skthe,1
dwara,1
dusri,1
chije,1
sakthe,1
kripa,1
apka,1
maargdarshan,1
dijye,1
ispar,1
banay,1
ee,1
underweight,1
approx,1
seasoning,1
zaroori,1
milake,1
karsakthe,1
masik,1
true,1
acute,1
pancreatitis,1
pgi,1
char,1
lgye,1
relief,1
practical,1
jis,1
theeth,1
chaba,1
vaat,1
prakruti,1
kabj,1
calories,1
khake,1
kbhi,1
gayab,1
hotay,1
dekha,1
curbs,1
fats,1
somebody,1
gets,1
then,1
unpad,1
tau,1
aaram,1
faltu,1
jhoothi,1
baate,1
mat,1
karo,1
dekhte,1
zayda,1
apko,1
suit,1
kari,1
sabko,1
karegi,1
anecdotal,1
evidence,1
just,1
kal,1
pathar,1
suru,1
alawa,1
layak,1
bta,1
mtlb,1
inka,1
dimag,1
carbohydrates,1
sb,1
khaega,1
kachhi,1
chizon,1
pacha,1
paega,1
hmlog,1
utna,1
cellulose,1
digest,1
reasearch,1
muh,1
aya,1
bakte,1
raheho,1
bada,1
jibit,1
jisme,1
samajh,1
pravachan,1
vyakhyan,1
marij,1
khatarnak,1
kunki,1
charanon,1
pancreas,1
active,1
teen,1
deit,1
row,1
aana,1
subh,1
hours,1
krta,1
rechak,1
ub,1
kiye,1
gwoth,1
sey,1
puchu,1
itney,1
key,1
agaey,1
khau,1
dopahar,1
sham,1
rat,1
jharkhand,1
dijiye,1
nirogi,1
sure,1
khet,1
ta,1
rahega,1
aalu,1
sharkand,1
ubale,1
isa,1
kaun,1
delhi,1
sahb,1
bigara,1
swasthya,1
sath,1
takat,1
vi,1
story,1
aayegi,1
cases,1
ma,1
fracture,1
dawa,1
years,1
purana,1
paraliese,1
illaz,1
possible,1
apendix,1
operation,1
pahale,1
beet,1
rahata,1
degree,1
aajae,1
hawa,1
chhode,1
nai,1
pasand,1
vaigyanik,1
research,1
lana,1
apny,1
jy,1
ga,1
ubher,1
bty,1
aty,1
chalte,1
unka,1
daat,1
tute,1
nikle,1
materials,1
thodina,1
mal,1
banega,1
krey,1
adat,1
pucha,1
comment,1
javab,1
muze,1
baigair,1
feel,1
aanaj,1
phayda,1
khaate,1
chkkar,1
lagaate,1
shi,1
alsar,1
subtitles,1
respects,1
raceipe,1
pardada,1
carbo,1
fat,1
baare,1
bajah,1
samjh,1
aayi,1
niji,1
tips,1
saheb,1
fatigue,1
drug,1
know,1
long,1
should,1
molana,1
ak,1
comunitty,1
these,1
enemas,1
live,1
chile,1
south,1
america,1
need,1
procedure,1
teach,1
banana,1
jim,1
lia,1
acupressure,1
padte,1
banaaiye,1
opration,1
salve,1
akh,1
glucoma,1
badhaye,1
turant,1
bajaha,1
akhome,1
retinopathy,1
huahe,1
hopayega,1
jabab,1
achchha,1
banne,1
engineer,1
sanatan,1
dharma,1
jay,1
wishva,1
kalyan,1
bakwas,1
jiss,1
cheez,1
jarurt,1
wahi,1
khaoge,1
rahoge,1
chye,1
dekhega,1
products,1
nutritional,1
components,1
jld,1
motor,1
vehicle,1
janwaro,1
waha,1
badnam,1
potato,1
nda,1
deasese,1
topic,1
boliye,1
bareme,1
chauhanji,1
bhagvan,1
lakho,1
hogai,1
seva,1
rk,1
logoki,1
hojayegi,1
vitiligo,1
leucoderma,1
naturally,1
indus,1
valley,1
dye,1
pack,1
kabse,1
ghanton,1
vate,1
nikalta,1
depend,1
kaisa,1
najane,1
kitni,1
presan,1
specially,1
pett,1
chatni,1
dalna,1
pasu,1
kchcha,1
vovimar,1
falo,1
merko,1
mall,1
bandha,1
stool,1
filter,1
grinder,1
denture,1
dannt,1
darh,1
yo,1
theh,1
dentist,1
lagbhai,1
followers,1
suggestion,1
detay,1
bones,1
kapalbhati,1
chali,1
work,1
aapco,1
faida,1
huwa,1
yoga,1
ghutkha,1
ni,1
huda,1
purna,1
sarir,1
vich,1
daso,1
sexual,1
lust,1
kaamvasna,1
pranayama,1
roke,1
young,1
kaami,1
veerya,1
naash,1
nhin,1
rasahar,1
nut,1
leafy,1
nutrition,1
yaa,1
naya,1
banaiye,1
uplabd,1
sudhi,1
levanu,1
kevi,1
rite,1
khabar,1
pade,1
right,1
decides,1
much,1
bachcho,1
ske,1
change,1
dite,1
finish,1
kerty,1
rho,1
sewa,1
koe,1
nhe,1
kerta,1
shree,1
chuhan,1
naman,1
raste,1
bnaiye,1
touch,1
xhauhan,1
saab,1
sirji,1
phulna,1
inhaler,1
may,1
naga,1
excess,1
cough,1
left,1
nose,1
aksar,1
block,1
paresaania,1
si,1
allopathyic,1
homeopathic,1
paresanio,1
say,1
nijaat,1
pane,1
upchaar,1
batye,1
roshni,1
group,1
sadasya,1
sharing,1
motivational,1
specifically,1
father,1
whose,1
cross,1
century,1
daily,1
mother,1
bless,1
parents,1
meet,1
god,1
acchi,1
seat,1
baithkar,1
koshish,1
usko,1
passion,1
while,1
sanjavne,1
able,1
intake,1
more,1
than,1
oral,1
support,1
explanation,1
bhranti,1
door,1
vegan,1
unnatural,1
chiz,1
lenge,1
itni,1
samaj,1
kush,1
bachhe,1
paane,1
siya,1
banenge,1
padega,1
muskil,1
sundar,1
saharanpur,1
lagwana,1
intajam,1
padenge,1
brahama,1
kumari,1
aashram,1
mujh,1
sahyog,1
kyoki,1
tarha,1
pathy,1
li,1
lectur,1
prabhu,1
iss,1
nek,1
aum,1
shanti,1
teacher,1
poliyo,1
unki,1
wife,1
gungi,1
sakti,1
fibromyalgia,1
laailaaj,1
jhel,1
khatam,1
gaee,1
allah,1
paak,1
salaamat,1
rakhkhe,1
zindagi,1
ghumate,1
agra,1
ragani,1
hamen,1
list,1
bhejen,1
palan,1
bimariyon,1
pareshan,1
umra,1
pairon,1
sujan,1
pressure,1
bachon,1
hairfall,1
baal,1
wapas,1
bun,1
confusion,1
khache,1
attend,1
held,1
glaucoma,1
appne,1
totly,1
waste,1
ayse,1
motivation,1
rahiye,1
oxygen,1
tarah,1
karthi,1
acche,1
khood,1
khud,1
bane,1
training,1
darshan,1
sadhna,1
kendra,1
rasayan,1
farmers,1
iffect,1
ankho,1
samne,1
andera,1
headache,1
anema,1
khatm,1
jaye,1
tabhi,1
badhne,1
achhaa,1
lagega,1
huva,1
badhane,1
actually,1
injury,1
night,1
surgery,1
legs,1
bht,1
jada,1
stiffness,1
waqt,1
kta,1
meko,1
arth,1
dharmik,1
example,1
jwalan,1
millt,1
ambli,1
aavegi,1
bihar,1
karati,1
khadar,1
wali,1
khila,1
bimariya,1
rhay,1
bnaun,1
sme,1
kujh,1
da,1
khial,1
dhanwad,1
tuhadi,1
gal,1
ton,1
mint,1
sma,1
barbad,1
fissure,1
mana,1
ser,1
majboot,1
takatvar,1
kitna,1
fit,1
honi,1
hame,1
lagi,1
why,1
gym,1
giving,1
credit,1
strength,1
everything,1
fades,1
even,1
about,1
looking,1
purifys,1
too,1
sare,1
nuskhe,1
bhukha,1
rahne,1
vala,1
bataiyena,1
satvik,1
keise,1
kai,1
dairy,1
ckd,1
pateint,1
psoriasis,1
jeevani,1
priority,1
basis,1
elimination,1
repairing,1
immunity,1
boosting,1
fighting,1
pathigens,1
langhan,1
kamonse,1
chhutakara,1
teesara,1
thhek,1
rogmukta,1
rain,1
harvesting,1
dikhaya,1
tanks,1
share,1
works,1
home,1
add,1
amin,1
usa,1
posted,1
misses,1
vile,1
parle,1
mumbai,1
forgotten,1
lady,1
took,1
sleep,1
medicines,1
leake,1
rokne,1
ayurvedic,1
agps,1
director,1
amla,1
kharidna,1
bolkr,1
loon,1
company,1
kon,1
nmaskar,1
bawasir,1
masse,1
batay,1
hiv,1
milega,1
banati,1
remove,1
intestine,1
derd,1
chhani,1
anwla,1
karela,1
pahunchana,1
pot,1
dho,1
rakhna,1
dhona,1
dusra,1
person,1
isko,1
mote,1
nouli,1
new,1
toe,1
irritation,1
dusara,1
trika,1
explain,1
baidya,1
chote,1
safed,1
power,1
hatega,1
gante,1
pee,1
dawai,1
kahte,1
waisa,1
west,1
esa,1
suna,1
sach,1
nsmte,1
yd,1
tarike,1
detox,1
rehegi,1
compulsary,1
baniye,1
boiled,1
rajma,1
lobiya,1
kala,1
leh,1
nuts,1
seeds,1
lye,1
pataye,1
jiwan,1
parchar,1
karunga,1
salt,1
padata,1
pine,1
amazing,1
science,1
method,1
above,1
pathies,1
achchi,1
taraha,1
samzaya,1
avashy,1
dhanyvaad,1
paas,1
saap,1
dikhae,1
guruki,1
prapt,1
margdarshan,1
wjha,1
papa,1
chora,1
bich,1
proof,1
yehsb,1
dhakiyanusi,1
baaton,1
bhrosa,1
naa,1
disclaimer,1
risk,1
otherwise,1
sue,1
soon,1
achcha,1
paya,1
bidhi,1
andark,1
safayi,1
protocol,1
blindness,1
heart,1
grateful,1
mankind,1
speach,1
al,1
uper,1
request,1
krate,1
chala,1
mnts,1
animai,1
logaye,1
desicse,1
guranteed,1
results,1
checha,1
khani,1
kgs,1
two,1
skin,1
nails,1
tinning,1
kheera,1
karele,1
nonsense,1
advice,1
carbohydret,1
see,1
elephant,1
kills,1
cane,1
cows,1
aloo,1
aadami,1
baton,1
aakar,1
pijja,1
bargar,1
vege,1
nonveg,1
cigret,1
marna,1
maro,1
kahoge,1
kamate,1
kisliye,1
kharcha,1
choro,1
mauj,1
jio,1
barish,1
alternate,1
baje,1
aache,1
manana,1
shubhkamnaye,1
diylis,1
khuda,1
laane,1
zaroorat,1
sentence,1
khatab,1
poor,1
pehele,1
aake,1
inlog,1
views,1
jindegi,1
paisa,1
kholta,1
barabaat,1
bhul,1
maat,1
pranaam,1
sunte,1
urja,1
really,1
aacha,1
pleas,1
banaya,1
vdo,1
deasies,1
bheje,1
hamerroids,1
case,1
bilirubin,1
karun,1
kripaya,1
treat,1
polyps,1
ano,1
dijiyega,1
kei,1
salon,1
normal,1
fast,1
thode,1
lungi,1
chhoda,1
chij,1
pachan,1
mausam,1
smell,1
jaate,1
khaker,1
gali,1
bhujurg,1
lagate,1
pac,1
nasta,1
reheta,1
peg,1
chaval,1
sota,1
davai,1
chalti,1
covid,1
bhechata,1
vaccine,1
swasta,1
chalata,1
sambhav,1
urin,1
friquency,1
erectile,1
dysfunction,1
ayodhya,1
rishi,1
bhagat,1
chark,1
dhanwantri,1
bimaar,1
paai,1
unhon,1
bola,1
rules,1
batae,1
nirog,1
rakhein,1
bura,1
manna,1
aao,1
sale,1
download,1
rakho,1
short,1
bataen,1
