Video_Title,Comment_Text,Comment_Date,Like_Count,Language_Label,Username_Anon,Nature_Aligned_Manual,Nature_Aligned_Auto
कौन सा सीक्रेट फूड खाकर मैंने ठीक की सारी बीमारियाँ? |  BV Chauhan की Real Life Diet,चौहान साहेब बहुत ईमानदारी से सलाह देते है निस्वार्थ,2025-05-19 13:21:06+00:00,10,Hindi,,-1,-1
एक गलती और किडनी खराब! बचने के लिए देखें ये वीडियो! किडनी रिपेयर का अनसुना सच!,गुरुजी प्रणाम 3 महीने nds उसके बाद फ्रूट डायट यही जीवन का लक्ष्य होना चाहिए हर किसी बीमार के लिए फिर उसके मौज ही मौज।,2024-12-09 14:24:40+00:00,10,Hindi,,-1,-1
क्या आप जानते हैं शरीर को अंदर से शुद्ध करने के ये 3 फ्री तरीके? देखिए अभी! घर बैठे Detox करें !,सुपर से भी ऊपर है बाबा रामदेव जी का योग करो योग रहो निरोग 3 07,2025-05-14 12:41:31+00:00,9,Hindi,,-1,-1
कौन सा तेल हेल्दी होता है? और कौन सा तेल सबसे खराब होता है? इसके क्या फायदे होते हैं?,मुझे nds शुरू किए हुए आज ३ दिन हुआ है जो लोग बिमारी से परेशान हो कर मौत के कगार पर पहुंच चुके हैं उनके लिए आसान है लेकिन जो लोग छोटे मोटे रोगों से ग्रस्त हैं उनके लिए nds अपनाना बेहद मुश्किल है,2025-05-21 13:33:16+00:00,9,Hindi,,-1,-1
Why the New Diet System is Your Ultimate Health Game Changer! | Introduction |  PART 1,गुरुजी का प्रणाम आपका सपना जरूर साकार होगा रोग रहित दवा रहित दुनिया आपने जो इस दुनिया को दिया है वह आज तक किसी ने नहीं दिया आपके लक्ष्य प्राप्ति में हम सब आपके साथ हैं जय तंदुरुस्ती जय ands,2024-10-03 14:29:15+00:00,9,Hindi,,-1,-1
Fast Karke Sabse Pehle Kya Khana Chahiye? | Morning Meal Guide,mere pyre guruji me zinda apki vajah se hu,2025-07-14 05:18:45+00:00,9,English,,-1,-1
Reverse Diabetes Naturally! | B.V. Chauhan Sir Reveals the secret for staying healthy!,i am following your this protocol and now i am so happy and not suffering any disease as i had diabetes kidney disease blindness heart disease etc i am now so many grateful to you and many many thanks for your mankind speach for al type of people,2024-11-07 13:41:09+00:00,8,English,,-1,-1
दुनिया का सबसे हेल्दी ज्यूस ग्रीन ज्यूस | NDS Recipe | Green Juice,ग्रीन ज्यूस कितने दिन तक पीना है,2025-10-11 12:23:39+00:00,8,Hindi,,-1,-1
मज़दूर और किसान भी खा सकते हैं सही प्रोटीन! जानिए कैसे! मेहनत करने वालों के लिए सही डाइट कौन सी?,चौहान सहाब प्रणाम आपका शुक्रगुजार हूं मैं आपकी पद्धति को अपनाने से मेरी 12 गोली रोज लेता था वो छूट गई।आपका बार बार शुक्रिया।,2025-02-20 04:52:45+00:00,8,Hindi,,-1,-1
क्या आप जानते हैं शरीर को अंदर से शुद्ध करने के ये 3 फ्री तरीके? देखिए अभी! घर बैठे Detox करें !,namskar guruji aapko koti koti pranam,2024-11-23 10:33:55+00:00,8,English,,1,1
Becoming B.V. Chauhan: The Man Who Healed and Inspired Thousands,दुनिया के करोड़ों लोगों को बीना दवाई और बीना ज्यादा खर्च के रोग मुक्त करने वाले आदरणीय बी वी चौहान साहब को कोटि कोटि धन्यवाद और अभिनंदन।।।। तुम जियो हजारों साल साल के दिन हो पचास हजार बहुत बहुत बधाईयाँ।।।। ।।।।अकबरभाई सुलेमानभाई मुलतानी आणंद गुजरात,2025-01-18 10:02:31+00:00,8,Hindi,,-1,-1
नींद एक औषधि है? मिनटों में गहरी नींद का आसान सीक्रेट | BV चौहान,इस बुढ़ापे में भी यूट्यूब में वीडियो बनाने की लंबी लंबी वीडियो बनाने का बड़ा शौक है नींद के बारे में कुछ बताया नहीं सर प्रवचन दिए जा रहे हो क्या बात है,2025-05-16 15:17:39+00:00,7,Hindi,,-1,-1
"कब्ज के लक्षण, कारण और उपचार | पूरी जानकारी हिंदी में",millets to dr khadar wali logo ko khila ke badi badi bimariya thik kar rhay hai phir wo galat kaise ho sakta hai,2025-01-04 08:36:09+00:00,7,English,,-1,-1
"कब्ज के लक्षण, कारण और उपचार | पूरी जानकारी हिंदी में",गुरुजी मै एनडीएस का फलो कर्ता हु मै नेपाल से हुँ। और मै ब्रह्मकुमारी ईश्वरीय श्विश्वविद्यालय का स्टुडेन्ट हुँ।,2025-07-09 02:14:23+00:00,7,Hindi,,-1,-1
त्वचा रोगों का जड़ से इलाज और दोबारा होने से कैसे बचें | चमकदार स्किन के लिए यह वीडियो जरूर देखें |,बकवास जायदा काम कम,2024-12-21 15:34:46+00:00,7,Hindi,,-1,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",nds is the best diet in the world,2025-09-11 13:25:22+00:00,7,English,,-1,-1
नींद एक औषधि है? मिनटों में गहरी नींद का आसान सीक्रेट | BV चौहान,ये बी वी चौहान जी भगवान का रूप है कोई साधारण इंसान नहीं है,2025-05-15 13:14:05+00:00,7,Hindi,,-1,-1
एक गलती और किडनी खराब! बचने के लिए देखें ये वीडियो! किडनी रिपेयर का अनसुना सच!,guruji bahut bahut hardik subhkamnaye aap jio hazore saal ye dua hai hamare,2024-12-10 04:23:36+00:00,7,English,,-1,-1
वजन घटाने के 3 आसान तरीके बिना खर्च या एक्सरसाइज के | क्या आपका खान-पान आपको मोटा बना रहा है?,respected sirji please piles treatment par short and sweet vedio alag se banayega jisse piles ke operation se bacha ja sake,2025-01-30 02:05:40+00:00,7,English,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",,2024-12-02 14:27:26+00:00,6,English,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",thanks a lot guruji love you a lot,2024-12-02 17:10:49+00:00,6,English,,-1,-1
Fast Karke Sabse Pehle Kya Khana Chahiye? | Morning Meal Guide,तो गुरु जी क्या आयुर्वेद की व्यवस्था को कुदा मन लिया जाए यह सारे स्कूल बैंड करा दिए जाएं आखिर क्या किया जाए आना क्यों भुगतान हो रहे हैं लोग खेती क्यों कर रहे हैं यह सारी भी विषय हो एस,2025-08-06 01:29:35+00:00,6,Hindi,,-1,-1
क्या आप जानते हैं शरीर को अंदर से शुद्ध करने के ये 3 फ्री तरीके? देखिए अभी! घर बैठे Detox करें !,thank you so much respected sir,2024-11-23 11:36:07+00:00,6,English,,-1,-1
NDS का सच | Reality of NDS |,we really need this channel thank you so much pardeep sir great information,2024-10-11 14:30:14+00:00,6,English,,-1,-1
Fast Karke Sabse Pehle Kya Khana Chahiye? | Morning Meal Guide,so simple knowledge easy to adopt sir aap ke sabhi pravachan maine sune he aur jovan me apnaya he muje bahot fayada hua he aap ke charno me sat sat naman ek bar aap ke darshan ki bahot ichchha he,2025-07-13 15:41:27+00:00,6,English,,-1,-1
Reverse Diabetes Naturally! | B.V. Chauhan Sir Reveals the secret for staying healthy!,bhut bhut dhanyavaad guruji,2024-11-07 13:22:09+00:00,6,English,,-1,-1
Why the New Diet System is Your Ultimate Health Game Changer! | Introduction |  PART 1,well come new chenal nds b v chauhan sir आपको सही जानकारी। सच्ची मागॅ दशॅन के लिए अवश्य देखे। like जरूर कीजिए subscribe और share कीजिए।nds अपनाकर स्वस्थ रहे निरोगी रहे।,2024-10-03 13:27:17+00:00,5,Hindi,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",thank you so much respected sir,2024-12-02 12:32:32+00:00,5,English,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",इस धरती पर कोई रोग ऐसा नहीं जो nds से ठीक नहीं होता हो थैंक्स चौहान सर,2025-01-28 04:05:07+00:00,5,Hindi,,-1,-1
कौन सा सीक्रेट फूड खाकर मैंने ठीक की सारी बीमारियाँ? |  BV Chauhan की Real Life Diet,,2025-05-09 15:10:33+00:00,5,English,,-1,-1
Why the New Diet System is Your Ultimate Health Game Changer! | Introduction |  PART 1,pranam charan vandan gurujee really you are a heavenly person gurujee all followers are anxiously waiting for your videos gurujee many many thanks gurujee,2024-10-03 14:01:32+00:00,5,English,,1,1
कौन सा सीक्रेट फूड खाकर मैंने ठीक की सारी बीमारियाँ? |  BV Chauhan की Real Life Diet,chauhanji bhagvan aapko lambi umar de aap ki vajah se lakho logo ki bimari dur hogai hai aap ki sanstha aise hi sabki seva karti rahe rk din desh ke logoki sabki bimari dur hojayegi,2025-05-10 02:27:38+00:00,5,English,,-1,-1
क्या आप बिना दवाओं के स्वस्थ रह सकते हैं? | B.V. Chauhan साहब से जानें प्राकृतिक तरीके,nice sirji,2024-11-12 12:56:39+00:00,5,English,,-1,-1
Modern Lifestyle = Slow Death? जानिए कैसे बचें! आज के युवा बीमार क्यों हो रहे हैं?,गुरुजी आपका बहुत बहुत धन्यवाद न्यू डायट सिस्टम से अपना जीवन अपने हाथ में हम रख सकते हैं।,2025-02-12 01:49:37+00:00,5,Hindi,,-1,-1
क्या आप जानते हैं शरीर को अंदर से शुद्ध करने के ये 3 फ्री तरीके? देखिए अभी! घर बैठे Detox करें !,aap ki in sabhi video se hamein motivation milta hai,2024-12-10 09:59:34+00:00,5,English,,-1,-1
"कब्ज के लक्षण, कारण और उपचार | पूरी जानकारी हिंदी में",बहुत सुंदर,2025-01-05 07:03:55+00:00,5,Hindi,,-1,-1
"कब्ज के लक्षण, कारण और उपचार | पूरी जानकारी हिंदी में",kabj ka karan galat aahar elaj sahi aahar god gifted fruits salads,2025-01-04 09:20:36+00:00,5,English,,-1,-1
क्या आप जानते हैं शरीर को अंदर से शुद्ध करने के ये 3 फ्री तरीके? देखिए अभी! घर बैठे Detox करें !,जै हो,2024-11-23 08:43:04+00:00,5,Hindi,,-1,-1
How to Do an Enema Safely at Home | BV Chauhan Explains,pranam guruji,2025-04-01 07:06:57+00:00,5,English,,1,1
क्या आप जानते हैं शरीर को अंदर से शुद्ध करने के ये 3 फ्री तरीके? देखिए अभी! घर बैठे Detox करें !,मूळव्याध हो गयी तो भी कर शकते हैं क्या सर इस पर उपाय बताईये,2024-11-26 18:33:24+00:00,5,Hindi,,-1,-1
कौन सा सीक्रेट फूड खाकर मैंने ठीक की सारी बीमारियाँ? |  BV Chauhan की Real Life Diet,आपके हर भिडियो बहुत लाभदायक हे आपसे बताए हुए तरिका अपनाए तो हर कोहि आदमी जिवनभर स्वस्थ्य रहेगा जय श्री राम जय श्री राम जय श्री राम,2025-05-09 12:53:38+00:00,5,Hindi,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",excellent modification your channel superb clarity,2024-12-02 15:21:42+00:00,5,English,,1,1
"शॉकिंग - अल्सरेटिव कोलाइटिस का नेचुरल इलाज, वो भी बिना सर्जरी!",सभी को ये अहंकार है कि वह कोई मामूली रोगी नहीं है वह स्पेशल है और उसकी बिमारी भी स्पेशल है इसलिए उसके लिए स्पेशल वीडियो बनाया जाना चाहिए वाह भाई वाह,2025-06-11 14:52:30+00:00,5,Hindi,,-1,-1
BREAKING: Protein Ek Safed Zooth Ya Healthy Body Ki Jarurat?,सत्य वचन।सबको आज सब कुछ पता हैं पर इंसान हैं ही नासमझ ।इसको जिस के लिए मना किया जाता वही करता है।जो करने के लिए कहते वो नही करता।पता चल चुका हैकि फल ही हमारा आहार है इसलिए ही नही खाता।पता है कि फ़ास्ट फ़ूड नही खाना चाहिए इसलिए ही खाता है।,2025-05-16 13:45:29+00:00,5,Hindi,,-1,-1
NDS का सच | Reality of NDS |,everyone will be healthy because of this channel,2024-10-11 11:48:54+00:00,5,English,,-1,-1
Becoming B.V. Chauhan: The Man Who Healed and Inspired Thousands,namaste guruji swasthyako raxha karneka ek matra marg nds my bi prakrithik aahar sevankarneka dhanyawaad,2025-01-18 08:26:03+00:00,5,English,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",thank you guru ji precious speech for us,2024-12-03 03:57:09+00:00,5,English,,-1,-1
सेहत का नया सफर | गांधीधाम सेमिनार,डाक्टर सहाब मेंने 12 तारीख से n d s पेथी शुरू की हे आप का बहुत बहुत धन्यावाद प्रभू आप को 200 साल की उमर दे प्रेषक गुरदीप संधू हरियाणा,2025-08-14 17:01:08+00:00,5,Hindi,,-1,-1
Why the New Diet System is Your Ultimate Health Game Changer! | Introduction |  PART 1,congratulations n thanks a lot for starting new channel which will guide improve n save crores of human lives,2024-10-10 11:08:03+00:00,4,English,,-1,-1
Why the New Diet System is Your Ultimate Health Game Changer! | Introduction |  PART 1,पूज्य चव्हाणसरने दो दशक से मेरे शुभ चिंतक मार्गदर्शक के रूपमें सुख दुख में साथ निभाया है। सरजी का आप सर्व से साक्षात्कार करानेका सौभाग्य मुझे प्राप्त हुआ इस लिए सरजी और सरोज बहन प्रति कृतज्ञता सह ऋण स्वीकार करता हु द्वारकादास ललाडीया अमरेली,2024-10-03 16:37:42+00:00,4,Hindi,,-1,-1
NDS का सच | Reality of NDS |,nds से बेस्ट कुछ नही। पर मे ढंग से फॉलो नही कर पाती।,2024-10-11 11:59:25+00:00,4,Hindi,,-1,-1
"कब्ज के लक्षण, कारण और उपचार | पूरी जानकारी हिंदी में",pranam guruji my bi do baras hogaya prakritik aaharhi sevan karneka aapka video prerna detahe,2025-01-04 12:29:30+00:00,4,English,,1,1
Becoming B.V. Chauhan: The Man Who Healed and Inspired Thousands,mere jivan data ko mera sat sat bar naman,2025-01-18 16:00:46+00:00,4,English,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",गुरु जी advertisement बहुत जरूरी है सो जो लोग ठीक हो गये उनके interview डालिये बाबा रामदेव ऐसे ही लोगो को सबके सामने लाकर प्रसिद्ध हो गये,2025-04-27 16:39:22+00:00,4,Hindi,,-1,-1
त्वचा रोगों का जड़ से इलाज और दोबारा होने से कैसे बचें | चमकदार स्किन के लिए यह वीडियो जरूर देखें |,bahut vadhia jankari ji,2024-12-20 13:18:46+00:00,4,English,,-1,-1
Autophagy| Fasting| सारी बीमारियों का एक ही इलाज - उपवास। लंघन उपवास आपकी 80% बीमारियाँ ठीक कर देगा।,hamare guruji ka gyan ucchkoti ka hai,2024-12-11 12:45:46+00:00,4,English,,-1,-1
"विज्ञान हारा, NDS जीता – 3 साल बाद बच्चे ने रोया ! Miracle Baby",एन डी एस का रास्ता सचमुच प्रभू ने ही दिया है और चव्हाण सर प्रभू सेवा का महान कार्य कर रहे है सर कोटी कोटी प्रणाम भगवान उनको लंबी उमर दे और एन डी एस का कार्य पुरे दुनिया मे हो,2025-01-23 07:16:36+00:00,4,Hindi,,-1,-1
"मिलेट(Millet), दूध(Milk), और कार्ब्स(Carbs) इंसान के लिए नहीं हैं! जानिए क्यों ?",अति सराहनीय वीडियो। श्री चह्वाण साहब की कामनाएं पूर्ण हों। ऐसे व्यक्तित्व को नमन ।,2025-08-05 17:49:04+00:00,4,Hindi,,-1,-1
बिना ऑपरेशन के चश्मा हटाना मुमकिन है? बी. वी. चौहान का proven रास्ता!,सबसे सही रास्ता जिसके अलावा कुछ भी नही।,2025-05-19 13:33:23+00:00,4,Hindi,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",कोटि कोटि प्रणाम और साधुवाद महानव्यक्तित्व को समाज सेवा के लिए बहुत बहुत धन्यवाद।,2025-02-06 08:15:26+00:00,4,Hindi,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",shat shat vandan pranamam guruji tamone,2024-12-03 05:05:46+00:00,4,English,,1,1
फ़र्टिलाइज़र नहीं...असली ज़हर तो यही है !!!,इस वीडियो की सख्त जरूरत थी,2025-10-03 06:04:03+00:00,4,Hindi,,-1,-1
"डर आपका दुश्मन नहीं है, उसे समझो और बदलो ज़िंदगी | NDS BY BV Chauhan",sir my din me ek baar phal leta hu aur 2 bar aanaj kya mujhe phayda hoga ki nahi,2025-06-20 14:40:42+00:00,4,English,,-1,-1
"कब्ज के लक्षण, कारण और उपचार | पूरी जानकारी हिंदी में",सही बात है प्रणाम गुरु जी,2025-05-10 12:00:52+00:00,4,Hindi,,-1,-1
"Intermittent Fasting: खाना छोड़ने की नहीं, सही समय पर सही खाने की कला !",गुरुजी खूब खूब धन्यवाद,2024-12-04 13:32:00+00:00,4,Hindi,,-1,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,गुरुदेव प्रणाम किडनी डायट क्या खाये क्या नही डॉक्टर केला खानेसे मना करते है बोलते हे पोटॉ शियम बढता हे हार्ड अॅट क आनेका डर बोलते है क्या सच है क्या झुठ है आपही समझाना प्लीज गुरुदेव,2026-01-17 15:06:54+00:00,4,Hindi,,-1,-1
Mind खराब ? Body की वजह से ! NDS BY BV Chauhan,गुरूजी हरे कृष्णा,2025-06-14 14:26:37+00:00,4,English,,-1,-1
"मिलेट(Millet), दूध(Milk), और कार्ब्स(Carbs) इंसान के लिए नहीं हैं! जानिए क्यों ?",प्रणाम sir जी,2025-08-04 13:07:08+00:00,4,English,,-1,-1
क्या ड्रायफ्रूट फायदेमंद हैं या खतरनाक? You won’t believe!,sir aap jankari achchhi dete hai aapka bahut dhanyawad,2025-05-29 13:26:44+00:00,4,English,,-1,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,moong fali kacchi hai ya rosted hai pls btye,2025-09-21 15:11:30+00:00,4,English,,-1,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",pranam guruji,2025-09-11 14:07:36+00:00,4,English,,1,1
क्या आप जानते हैं शरीर को अंदर से शुद्ध करने के ये 3 फ्री तरीके? देखिए अभी! घर बैठे Detox करें !,thanks,2024-11-30 03:09:05+00:00,4,English,,-1,-1
क्या आप जानते हैं शरीर को अंदर से शुद्ध करने के ये 3 फ्री तरीके? देखिए अभी! घर बैठे Detox करें !,आदरणीय चौहान जी को सादर नमन,2025-10-01 17:04:40+00:00,4,Hindi,,-1,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",68 se mera wait 55 aa chuka hai but i am feeling more energetic,2025-09-09 13:07:50+00:00,4,English,,-1,-1
क्या आप बिना दवाओं के स्वस्थ रह सकते हैं? | B.V. Chauhan साहब से जानें प्राकृतिक तरीके,trillions of gratitude,2024-11-12 17:35:19+00:00,4,English,,-1,-1
हार्ट अटैक पर कैसे करें अटैक: जानिए BV चौहान सर से ! सिर्फ डाइट से करें और हार्ट अटैक से बचें !,low bp le liye kya karna he har juice ya fruit me salt dalkar lena padata he juice pine ke baad behosh ho jaata hu 3 bar behosh ho chuka hu,2024-11-23 02:17:34+00:00,4,English,,-1,-1
Modern Lifestyle = Slow Death? जानिए कैसे बचें! आज के युवा बीमार क्यों हो रहे हैं?,बहुत शुक्रिया गुरु जी आप बहुत मेहनत करते हो लोगो को जागरूक करने के लिए जी दिल से शुक्रिया जी,2025-02-11 14:30:28+00:00,4,Hindi,,-1,-1
क्या आप बिना दवाओं के स्वस्थ रह सकते हैं? | B.V. Chauhan साहब से जानें प्राकृतिक तरीके,nds jindaaabaaad guru ji parnaaam ji thanks ji,2024-12-10 06:15:27+00:00,4,English,,-1,-1
कौन सा सीक्रेट फूड खाकर मैंने ठीक की सारी बीमारियाँ? |  BV Chauhan की Real Life Diet,guruji bhut hi saralta se ands ke baare me puri jaankari di sabhi rog ko dur krne ke liye dhanyavaad,2025-05-10 01:22:29+00:00,4,English,,-1,-1
क्या आप बिना दवाओं के स्वस्थ रह सकते हैं? | B.V. Chauhan साहब से जानें प्राकृतिक तरीके,nice sirji,2024-11-12 17:00:25+00:00,4,English,,-1,-1
Want a Disease-Free Life? Try the NDS Lifestyle Today!,गुरुजी प्रणाम आपके विडियोज का रोज इंतजार रहता है,2025-08-24 12:47:07+00:00,4,Hindi,,-1,-1
रस में हे कस – क्यूं शरीर के लिए असली टॉनिक,संसार का सबसे बड़ा ओर आसान सच यही है हमारा भोजन पति फुल फल और जल है ग्रेट बी वी चौहान सर कोटि कोटी धन्यवाद,2025-04-25 06:48:28+00:00,4,Hindi,,-1,-1
