Video_Title,Comment_Text,Comment_Date,Like_Count,Language_Label,Username_Anon,Nature_Aligned_Manual,Nature_Aligned_Auto
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,damn that guy looks like he s in better health than my mom who s 61,2022-08-25 17:13:07+00:00,4424,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,have you ever noticed when you go to bed hungry you wake up feeling fine but go to bed after eating a giant meal and you wake up starving,2021-02-20 04:37:12+00:00,3836,English,,-1,-1
The Rule of Thirds | Alexi Pappas,as a professional violinist i was taught this principle when i was 10,2022-08-08 09:16:37+00:00,3726,English,,-1,-1
"TOM HOLLAND: Launching A Second Career, Living Alcohol-Free, & Acting With Authenticity | Rich Roll",i m 38 and have only gotten to where tom is in the last couple years prioritizing reducing alcohol living better seems like a grounded guy and good role model for young men in an era of red pill superficial online influencers,2024-10-17 11:13:57+00:00,3671,English,,-1,-1
The Single Biggest Point of Failure In A Man's Life | Scott Galloway X Rich Roll Podcast,guest social media tells young people they re absolute failures for not owning luxury items ad break consider buying a sauna satire is meaningless in our era it s like living in robocop,2024-04-24 10:41:52+00:00,3649,English,,-1,-1
The Rule of Thirds | Alexi Pappas,so the rule of thirds is when you re taking a pic,2022-08-05 08:11:53+00:00,3616,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,the part where he mentions that he wants to be adopted by a more functional family even at 45 yrs really hits home really delineates how no matter how old and independent you are you still need love and support,2021-07-23 16:39:19+00:00,3215,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,these are the best years of my life i hate that the interviewer moves on instead of letting him elaborate on this or asking him to elaborate on it these are the best years of my life how so,2022-08-08 00:25:05+00:00,3123,English,,-1,-1
Making a hard decision? WATCH THIS | Dr. Ellen Langer,do what seems wise in the moment and learn to flow on bruce lee,2024-02-29 14:16:32+00:00,3107,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,this guy looks incredible for 100 he looks like a healthy fresh 80 year old getting to 100 wouldn t be bad if we all looked and felt like him,2022-08-12 15:56:22+00:00,3092,English,,-1,-1
Advice For Your 20's  | Rainn Wilson | Rich Roll Podcast Episode 633,you should still attack your twenties but don t stress about the outcome highs lows by a certain deadline,2022-08-08 22:14:06+00:00,3009,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,a fascinating life story i think the whole world needs to hear this and teachers especially one right mentor can change the world one irresponsible parent can cause detrimental effects on the life of a child,2021-01-18 11:59:38+00:00,2906,English,,-1,-1
The Power of A Plant Based Diet  | Dr. Alan Goldhamer On The Rich Roll Podcast #541,i really doubt the chicken gave him the heart attack definitely the sedentary lifestyle and processed junk food,2022-08-19 20:02:54+00:00,2851,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,best biden interview i ve seen in awhile,2022-08-15 03:48:08+00:00,2726,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,i m currently on day 9 of a 30 day fast i think the hardest part is boredom,2021-03-27 19:26:44+00:00,2717,English,,-1,-1
"TOM HOLLAND: Launching A Second Career, Living Alcohol-Free, & Acting With Authenticity | Rich Roll",tom doesn t feel like a fake humble hollywood actor in these podcasts you can tell he s not a celebrity and he s just a normal dude who happens to act and be famous,2024-10-18 03:05:38+00:00,2707,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,it hilarious that god tells us some things can only be done through fasting and prayer and here we are listening to scientists saying fasting is the only thing that can help certain conditions god has been so good to us,2022-12-20 09:51:58+00:00,2688,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,this is my first 24hrs of fasting i m aiming for 30days to get rid of the high blood pressure cholesterol and borderline diabetes not excluding the excess weigh please pray for me i need a change in my eating behaviors,2021-05-28 00:57:25+00:00,2680,English,,-1,-1
David Goggins Will Change Your Life | Rich Roll Podcast,this is no suprise i listen to him every morning 300 to 235 and still dropping,2019-01-16 22:08:53+00:00,2677,English,,-1,-1
David Goggins Will Change Your Life | Rich Roll Podcast,total devastation in my life every day is painful and i can t let up for a moment what a gift up early cold showers breathing exercises meditation workouts full time job building a new career and maintaining my daughter as my top priority no one can hurt you when you re on a mission don t even know why i wrote this but if you re reading it you can do this,2020-11-11 18:24:25+00:00,2672,English,,-1,-1
Billie Eilish’s Mom REVEALS Parenting SECRETS | Rich Roll Podcast,i always think their parenting is ideal billie eillish s and her brothers success all have somethjng to do with the way they were raised,2021-09-16 00:02:18+00:00,2617,English,,-1,-1
David Goggins Will Change Your Life | Rich Roll Podcast,david goggins is motivating not because he was a navy seal ultra athlete pull up world record holder etc he is motivating because he did not let his circumstances of verbal and physical abuse control him and be a victim when people say he is crazy or a masichist they do not understand the power that abuse has over a person so when you hear goggins speak you are listening to a man that is no longer a victim and is living life in freedom stayhard,2019-01-01 21:39:34+00:00,2612,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,i wasn t really getting competitive until i was 88 what an absolute legend,2022-09-08 15:51:56+00:00,2606,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,keep in mind this guy was 60 years old in the 80s let that sink in,2022-08-08 06:21:11+00:00,2549,English,,-1,-1
"Thoughts On The Carnivore Diet | Robynne Chutkan, MD",when they start talking about the environment that s a clear sign they dont care about your health at all,2022-11-03 08:23:24+00:00,2457,English,,-1,-1
"TOM HOLLAND: Launching A Second Career, Living Alcohol-Free, & Acting With Authenticity | Rich Roll",tom is such a light of a human,2024-10-17 11:00:30+00:00,2379,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,i did 40 days and i lost 42 pounds and it s been almost 2 years and i kept it off i personally love fasting and i live my life by it,2020-09-25 21:11:36+00:00,2363,English,,-1,-1
Billie Eilish’s Mom REVEALS Parenting SECRETS | Rich Roll Podcast,this is the interview i ve been waiting for i ve always wanted to deep dive into maggie s parenting philosophies and ideologies she has been an inspiration for years thank you for having her,2021-09-13 02:49:03+00:00,2358,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,i fasted no food just water and plain tea with lemon for 46 days and just recently broke it i lost almost 50 pounds and my body completely reset itself regenerated and restored from the inside out i d suddenly started dealing with blood pressure issues and other health problems which the doctor prescribed me medication for that i absolutely refused to take so i prayed about it and god led me on what i thought was a 21 day fast of no food just water but it was actually a 46 day fast instead my body completely changed as if it was repaired to new i m currently on zero medications and my blood pressure previously 180 99 is currently 117 80 with a normal pulse and no other issues in my body completely healthy praise god i also have a lot of energy and i definitely sleep better now and longer once i broke it i had to start off eating very light because my stomach could only handle a very small portion of food of course i thought eating vegetables were ok but not i thought i was going to die after i ate little of them so i started throwing up nonstop which was the worst feeling and my stomach was turning flips amongst other things which i won t mention and i almost passed out fyi after a long period of fasting a little bone broth would probably be better once it s broken since breaking my fast about 2 weeks now i ve only been eating one meal a day drinking just water with lemon and eating no junk foods fast foods nor sweets i eat organic everything lots of vegetables i cook all of my meals now because i know what going in them i buy only organic grass fed meat which i still don t eat a lot of meat that is my whole lifestyle of eating has completely changed without the slightest cravings for any of the mess i was addicted to eating before i don t even miss it fasting is definitely one of the greatest benefits to having a healthier body denying your body the thing it craves most is actually giving your body what it need most and that s no food for an extended period of time be blessed on your journey to becoming a better and healthier you through fasting,2021-07-09 07:30:14+00:00,2303,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,he doesn t even look 100 man looks like he s in his 80s,2022-07-31 15:42:14+00:00,2261,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,a young woman from memphis tn struggling to find her purpose sits out in her car at 10 35pm on 4 27 21 and types mental health podcasts in the youtube search bar thank you lord for leading me here,2021-04-28 03:35:53+00:00,2255,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,bros the literal epitome of your parents telling you to eat your veggies,2022-08-29 05:21:59+00:00,2240,English,,-1,-1
David Goggins Will Change Your Life | Rich Roll Podcast,legends this is gold listening to this is the best way to start the year,2019-01-01 10:16:17+00:00,2206,English,,-1,-1
"The Relentless Pursuit of Pleasure | Anna Lembke, MD",lol meanwhile i am on yt shorts getting my dopamine hit,2022-09-23 14:02:13+00:00,2116,English,,-1,-1
David Goggins Will Change Your Life | Rich Roll Podcast,when forest gump ran all those miles he was listening to david goggins,2020-09-16 20:29:18+00:00,2086,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,who else became an instant fan of dr andrew huberman,2020-09-07 14:42:28+00:00,2037,English,,-1,-1
David Goggins Will Change Your Life | Rich Roll Podcast,you must get the audiobook nothing compares to it period,2019-01-02 14:25:18+00:00,2035,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,neuroplasticity is triggered by deep focus but neuroplasticity occurs during deep rest and sleep this is the most incredibly valuable information,2021-08-14 18:52:54+00:00,1991,English,,-1,-1
The Single Biggest Point of Failure In A Man's Life | Scott Galloway X Rich Roll Podcast,i don t think i ve listened to a more candid stone cold truth filled conversation around this subject this episode needs to be shown in schools or something,2024-04-15 16:54:52+00:00,1926,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,i m currently on day 3 40 of my water fasting i was diagnosed with leukemia 2 years ago got cancer free for a year but now my blood tests are showing leukemia cells again i m praying that i will cure or at least help the cancer not to spread more please pray for me edit i ended my water fasting on a day 26 40 i didn t mind at all the fast heartbeat which i think i had it because of dehydration but i started being concerned when i had body chills literally on the day 25 i was feeling so cold the benefits are beyond imagination though i lost 25 pounds i was taking 2 bp medications and now i take none my skin looks so smooth like i am 10 years younger and my vision is so much better now i am eating one meal a day omad because i am scared that leukemia will come back i am determined to do a 3 days water fasting once or twice a month until i am completely cancer free thank you all from the bottom of my heart for the prayers the support and love i wish health happiness and blessings to all of you guys god bless you all hello again today is september 15th 2024 first of i want to thank everyone from the bottom of my heart for all the wishes and advices second of all two days ago i had my last appointment with my hematologist and my test came back negative no cancer cells found i have done a 25 days water fasting a 21 days and a 42 days since january of 2024 i have reverse my type 2 diabetes and high blood pressure and from 228 pounds i m 167 lbs so far fasting is a god send medication that heals every disease and is totally free sending a big hug to every each of you who prayed for me new update today is february the 19th of 2025 i had a follow up appointment with my hematologist and today i received the results after 10 days no cancer cells found no signs of leukemia cells i don t know if it is the water fasting or the endless hours of praying to god to allow to live for my beautiful family but so far it has worked for me i continue to do a 72 hours water fasting every month my weight is currently at 159 lbs and i have so much more energy i m beyond grateful for all of you beautiful and amazing people who prayed for me i thank you with all my heart and i wish health love abundance and everything your heart desires i love you all new edit today is september 25th of 2025 and if you are still wondering i m am doing great still cancer free my last appointment with my hematologist was in last august and all my blood work came back negative no leukemia cells detected my next appointment will be in july of 2026th i m still doing intermittent fasting eating in 4 or 6 hours and water fasting the rest i m planning to do a few 72 hours once in a while thank you to all the amazing people who wished me the best on my health journey i also wish love health and happiness in your lives god bless you all,2024-01-07 05:12:12+00:00,1866,English,,-1,-1
"Thoughts On The Carnivore Diet | Robynne Chutkan, MD",doctors don t make money if your healthy nuff said,2023-02-20 05:44:07+00:00,1851,English,,-1,-1
"Ketosis v. Plant-Based - Diet Wars with Cardiologist Joel Kahn, MD",i wake up vegan lover then i watch a video and i become a keto lover at 10 by 11 i am definetely a pesco vegetarian but at 1 i become a carnivore lover until i watch nutrition facts and i go back to vegan then i watch an australian video and i go back to keto at noon i am so confused that i just fast,2019-07-25 11:37:58+00:00,1828,English,,-1,-1
100 Year Old Fought His Cancer With Diet | Mike Fremont | Rich Roll Podcast 697,i was vegan for years and dieing from autoimmune disease changed to eating only grass feed beef blueberry s mushrooms and vitamins no sugar very few carbs i got well very quickly i am 66 years old and ride bikes like i am 26 i take no meds and have no pain in my body,2022-08-19 12:13:20+00:00,1722,English,,-1,0
Earthling Ed Winters On The Arguments Against Veganism | Rich Roll Podcast,i did not become vegan until i was 61 years old so it is never too late to start or change,2022-03-28 11:33:27+00:00,1655,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,my dude changed his diet at 70 i ve got so much time lol,2022-09-19 06:29:13+00:00,1636,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,i did a 30 water fast sept 2019 which kicked off my health journey i ve lost about 90 lbs since then i was vegan when i started but a very unhealthy processed vegan i have maintained the weight loss with plant based vegan omad and working out daily my health is awesome i m currently on day 10 of a water fast as it was time of the year for another reset and wanted to shed last few lbs off crazy when i m fasting all i do is watch fasting vids and documentaries lol,2021-06-11 21:30:44+00:00,1618,English,,0,0
Advice For Your 20's  | Rainn Wilson | Rich Roll Podcast Episode 633,what s this guy talking about he was running the best beet farm in america in his 20s,2022-08-09 19:54:52+00:00,1613,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,i have 17 hours left of a 72 hour fast and it has catapulted me on a beautiful journey of self discovery i can do hard things,2022-01-23 03:50:17+00:00,1603,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,36 minutes in and this is already the best youtube video i ve seen thank you,2021-07-30 19:34:12+00:00,1601,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,i m not competitive i m practically number one gotta love em,2022-08-10 23:09:39+00:00,1582,English,,-1,-1
How To Learn A Skill FASTER | Andrew Huberman,so essentially if we just stop and take a fairly deep breath every now and then it will help ground you into the moment,2023-01-21 05:37:09+00:00,1560,English,,-1,-1
The Neuroscience of Optimal Performance: Dr. Andrew Huberman | Rich Roll Podcast,thank you so much for hosting me rich i was a fan of your podcast and book long before we ever met so to be on your show twice is a special honor for me i always learn and grow from our conversations thanks to your insights,2022-03-07 11:30:55+00:00,1555,English,,-1,-1
The Rule of Thirds | Alexi Pappas,at 49 this is the first time i ve ever heard this as opposed to those in the comments who heard this in their younger years and it got me in the feels like tears streamed down my face it confirmed to me that there will be great times normal times and shitty times and it s ok if only i would ve known this how different my upbringing would ve been but i have no regrets things had to happen to be where i am right now powerful,2022-08-12 15:23:23+00:00,1520,English,,-1,-1
100 Year Old Fought His Cancer With Diet | Mike Fremont | Rich Roll Podcast 697,the man is giving a podcast interview at 100 uears old nothing but respect,2022-08-18 21:02:40+00:00,1502,English,,-1,-1
Facebook Whistleblower Reveals All: App is WORSE than You Think | Frances Haugen x Rich Roll,i quit facebook 8 years ago and never missed it i quit instagram shortly after i will never go back i don t believe we are powerless to social media or controlling our own time i hope more people quit wasting their time on social media and delete that garbage from their lives thanks for this awesome podcast episode,2023-09-21 17:19:04+00:00,1502,English,,-1,-1
"Thoughts On The Carnivore Diet | Robynne Chutkan, MD",she s just regurgitating what she s been taught in school carnivore saved my life i m thriving in pure health physically and mentally she has no idea,2022-12-12 01:35:27+00:00,1498,English,,-1,-1
The Problem With The Top 10% | Scott Galloway X Rich Roll,i can prove to all of us that 90 of our sons are not in the top 10 that s quite a statement lol,2024-05-07 03:48:30+00:00,1492,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,i ve always been the person who puts off tasks because they don t feel like it i d heard the advice before that you re never gonna feel like it and motivation comes from action but it never really clicked until i listened to this podcast now when i see a task that needs doing i don t give myself the space to whine about it in my head i get up and fold my laundry right away then give myself an internal pat on the back nice good job not letting that basket of clean laundry wait look at your closet it s so neat now it feels a bit like i m parenting my inner sulky teenager but it s working for me,2022-06-03 11:43:20+00:00,1467,English,,-1,-1
"TOM HOLLAND: Launching A Second Career, Living Alcohol-Free, & Acting With Authenticity | Rich Roll",he s got such a great mentality for people to look up to,2024-10-17 16:37:28+00:00,1461,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,i am on my 2nd day on water fasting and 2 more to go watching these kind of videos improve my willpower,2020-09-04 15:40:09+00:00,1434,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,my grandpa is 97 amd smoked cigs amd drank hard liquor his whole life was a cop was in war was shot and stabbed he swears that he is still alive because on his days off and after he retired he has spent everyday he could swimming in his pool and laying out in the sun usually with cigs and some gin,2022-08-09 22:56:07+00:00,1416,English,,-1,-1
Advice From A 100 Year Old | Mike Fremont on The Rich Roll Podcast #shorts,me at 45 ready to die from heart attack this guy at 88 i just warmed up,2022-08-07 12:39:29+00:00,1401,English,,-1,-1
How NAVY SEALS Prepare | Steve Magness,you don t rise to the occasion you fall back on the highest level of training you have,2022-09-16 19:08:16+00:00,1399,English,,-1,-1
How To Build Awesome Habits: James Clear | Rich Roll Podcast,4 stages laws of habits 9 09 20 05 37 19 1 cue make it obvious exposure for bad habits make it invisible if you cut out the stimuli then the bad habit loop will not happen raw data example flossing place the floss close by 2 craving make it attractive prediction interpretation on how we should act 4 30 10 30 for bad habits make it unattractive 50 19 when you interpret a behavior as attractive then there is reason to perform an action sometimes it is depending on the people we are around 3 response make it easy interpretation of the reward for bad habits make it difficult 59 32 convenience we leave the phone in a separate location get them to work for you example garden hose if we want more water unfold the bend and let water flow through naturally sustainable gentle solution prime your environment to make your default reaction easier 4 reward make it satisfying make it your identity habit tracking 22 42 for bad habits make it not satisfying 1 14 00 reinforcement of your identity behavior that are immediately rewarded gets repeated how quickly you feel good 1 30 define habit behavior repeat enough times to be automatic be aware of those habits 3 11 habits is the physical manifestations of your psychological make up conscious unconscious mind 5 00 habits is a way to adapt to an environment and solving a recurring problem 6 18 behavior psychology bf skinner cognitive psychology it is not just about cue and rewards but also the mindset and psychological process the internal process 9 23 contextualize the cue helps clarify what the reward why important perceive value motivates you to act actual value motivates you to repeat example buying on amazon 11 52 every behavior is driven by a change of state example eating doritos using phone not be bored change that state you didn t get out of the womb with a desire to check instagram 13 00 habits dictate our experience as humans 14 27 life mantra suffer a little bit more 15 00 it is easy to theorize but we need to be actionable 16 00 we write the book we need ourselves when he write about habits it is to learn about it and improve 18 16 the outcomes are the manifestations that precede your habits habits are the ways you embody your identity 21 25 all behaviors serve you in some ways example donut going to the gym 23 40 bad habits does not serve you in the long run good habits serve you in the long run should we remove the judgment of habits in order to be aware of your habits then you need to think about it and compel yourself to change there are habits that serve you and some that are not in the long term example smoking 27 35 analysis paralysis overthink too much but we need to take actions motion vs action action will deliver the results but motion is only related example going to the gym and train vs talking to the trainer 29 10 true behavior change is identity change reinforce that identity that you want it is all about the process and journey how do i become the person that embodies this every day small habits 31 24 every great achievement is about the tiny little non sexy things we do every day habits are the foundation for mastery 33 10 example lebron automate everything 33 00 free solo he is master rock climber he runs it so many times they can just automate it and do it on the fly olympians work for 4 years to shave off 200th of a second 39 28 the best ways is to change the environment so it is conducive to healthy choices reimagining the landscape structural systemic changes example six pack of beer put it in the back of the fridge so you don t see it 41 26 true addiction many of these tips might not work for them need a different approach addiction behavior that is on repeat even though we know it is not good for us satisfy the craving but doesn t help in any other way 44 33 surrender and understand that i need to let go determination and grit didn t work against true addiction isolated him for other people the strategy might help with the denial 46 00 the biology of bad behaviors tms machine magnetic stimulation for the brain prefrontal cortex area for addicts is deactivated when craving arises we have trouble resisting 51 00 tribes what does it mean the community we are part of the shared expectations to be part of the group when you have friends there the habits that aligned with it are attractive join a group where you desire behavior is the norm behavior surround yourself with the people that reinforce that asking people to change their habits is asking them to change their tribes 54 53 facts change our lives we need to have some reasonable based lines people hold belief because it helps them belong 56 30 nyu research the importance of punishment and consequences fear consequences change people in short run but for long run you need lasting reward example gym that pays you back if you attend the gym thomas frank colorado waking up early created a twitter post that if he didn t get up then he will pay people 25 he will wake up at 6 am tim ferrell similar example 1 04 10 you want to make it automatic brainless to make it easy for you 1 04 56 cell phone it becomes so addictive 1 05 00 minimalism having the optimal number of things not just not having things 1 07 00 capitalism designers to lay out casinos airports so we can spend more money example youtube steve jobs didn t let his kids have ipad 1 08 00 two minute rule scale it down make it simple mastering the art of showing up a habit needs to be established before we can improve it make it as easy as possible to get started optimize the starting line instead of the finish line you have to standardize before you optimize 1 11 00 we tend to overestimate what we can do in short term but underestimate what we can in long term it often leads to burnout example heating up a ice cube 32 degrees the ice cube will melt 1 13 50 this is about identity this is who i am 1 15 00 momentum how important is it objects that stays in motion stays in motion never miss twice in a row missing once is a mistake missing twice becomes a habit 1 18 00 light the room is dark i want it to light up turn on the switch then lights is on example video games are great with this as well 1 21 20 pokemon go reference it got people to walk a lot but it wasn t an exercise app at all make it attractive join a tribe that adopts that identity 1 31 26 as the good habits form it crowds out the bad ones 1 31 00 keystone habits exercise visualization daily walk meditation budgeting pay off debt 1 37 20 make it satisfying example chewing gum 1 40 00 temptation bundling example of going to the gym while watching game of thrones incentivize your behavior with another habit be willing to experiment 1 42 17 you need to experiment and do what works for you 1 42 34 goals are useful for a sense of direction but we should focus on the system and process problems with goals is that are not sufficient 90 of the time should be thinking about the process 1 48 00 identity has a permanence to it 1 50 33 the problems of good habits as we get better it becomes our comfort zone we need to find ways to keep growing 1 52 29 two minute rule get it started optimize for finish line all or nothing mentality get back on track as quickly as possible identity and casting votes for the person who you want to become social environment stick to the environment with the people around you 1 55 01 takeaways to get started 1 mindset shift try to find a way to get 1 better every day habits are easy to overlook because they don t seem like very much it is once it is compounded that you can see it fully apparent if you understand that concept then you can understand how your habits shape you 2 apply the 2 minute rule scale it down to the 2 minutes of the behavior how do you automate the beginning of the behavior take small steps 1 58 47 genes and habits the genes seems like a fix characteristics the applicability of your genes is highly on context example introversion extroversion agreeableness consciousness 5 traits of personality understand yourself then you can find habits that fits you better what suits us best in our predispositions example michael phelps where you can handle the pain 2 07 00 habits is the compound interest of self improvements,2020-08-29 16:43:41+00:00,1383,English,,-1,-1
"Thoughts On The Carnivore Diet | Robynne Chutkan, MD",i guess i need to gain back the 100 pounds i lost eating keto carnivore and get back on all the meds so that i can lose it more healthy by eating fiber,2023-01-20 03:07:04+00:00,1381,English,,-1,-1
Breath Is Life & Cold Is God: 'The Iceman' Wim Hof,thank you for a wonderful conversation and sharing some light with all big hug buddy love,2018-11-26 10:55:57+00:00,1374,English,,-1,-1
David Goggins Will Change Your Life | Rich Roll Podcast,been afraid for 45 years i m gonna stop now,2019-06-18 13:35:55+00:00,1359,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,i was literally hooked on every word lol so fascinating,2021-01-07 07:38:20+00:00,1351,English,,-1,-1
David Goggins Will Change Your Life | Rich Roll Podcast,many males commenting here i m a 65 year old female love goggins he speaks to me,2020-08-04 03:17:42+00:00,1342,English,,-1,-1
The Single Biggest Point of Failure In A Man's Life | Scott Galloway X Rich Roll Podcast,child of an immigrant mother who lived and died a secretary but everyday she told me i was wonderful and that stuck with me it really only takes one person,2024-05-06 15:13:10+00:00,1339,English,,-1,-1
Making a hard decision? WATCH THIS | Dr. Ellen Langer,there is a study in psychology that showed that once you choose something the other option looks more appealing so regardless of what you choose we tend to think about what we missed as better when i learned that i stopped wasting too much time deciding and stopped regretting,2024-03-16 03:59:09+00:00,1307,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,yes when i did a 7 day fast all the sudden everyone was so concerned and telling me it s dangerous and i needed to eat and i didn t need to lose weight i wasn t doing it to lose weight i was trying to benefit from cell repair as i was in absolute agony with back pain people really made the situation worse so i wouldn t tell anyone if i did it again and just avoid people altogether,2023-01-20 20:40:56+00:00,1297,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,who else spend time reading comments,2020-11-19 21:12:36+00:00,1280,English,,-1,-1
How To Build Awesome Habits: James Clear | Rich Roll Podcast,every action you take is a vote for the type of person you believe that you are yes,2018-10-29 09:11:12+00:00,1276,English,,-1,-1
